idap_line,alarm_name,alarm_def_id,what_fixed_it,classification,derived_tier,occurrence_count,total_downtime_mins,avg_downtime_mins,distinct_days_affected,first_occurrence,last_occurrence,maximo_cm_count,top_assetnum,top_asset_location,top_failure_code,top_failure_code_desc,sample_wo_descriptions,frequency_tier,last_wo_date,days_since_last_wo,last_wonum,last_wo_description,last_wo_worktype,last_wo_assetnum,last_wo_asset_location,last_wo_failurecode,work_performed,root_cause
A2,A2 Zone 2 Paused,7786,null,null,TIER 2 - Critical Active,45991,81271.8,1.8,332,2025-07-08 17:28:11,2026-07-08 15:30:58,1187,K323502,IC0150A2AMODULEA,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 GLUE FACEPLATE REPLACMENT | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A2,A2 Zone 0 Paused,7762,null,null,TIER 2 - Critical Active,6865,3196.2,0.5,327,2025-07-09 00:37:11,2026-07-08 15:20:13,1072,K323506,IC0150A2EMODULEE,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 GLUE FACEPLATE REPLACMENT | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A1,Starved By Zone 1,7807,null,null,TIER 2 - Critical Active,21966,3189.9,0.1,179,2025-07-19 03:50:33,2026-07-08 14:30:19,511,K291079,IC0150A1BKOBER,ASSY,Assembly Equipment,A1  CARTONER PRODUCT INTRODUCTION ALARMS D810436N | A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT | A1 - Cartoner - Carton Forming Issues,CRITICAL - Daily or more,2026-07-08T10:33:08.000Z,0,28128893,A1 DSSA LOADER - OVERLOADS,CM,K291052,IC0150A1AMODULEA,ASSY,null,null
A1,A1 Zone 0 Paused,7801,null,null,TIER 2 - Critical Active,4489,2934.9,0.7,228,2025-07-19 18:13:07,2026-06-23 23:59:55,713,K291050,IC0150A1BMODULEB,ASSY,Assembly Equipment,A1  CARTONER PRODUCT INTRODUCTION ALARMS D810436N | A1 - Adjustment to Puck Conveyor Speed | A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT,CRITICAL - Daily or more,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A5,Label Head 1 End of Web Fault,7620,null,null,TIER 2 - Critical Active,1521,2855.0,1.9,318,2025-07-08 21:02:56,2026-07-07 22:23:57,1075,K407156,IC0150A5CMODULEC,PACK,Packaging Equipment,A% final cure belt motor and gear box D743385A | A1 CARTON NO READ SENSOR NOT WORKING | A1 CASE FORMING ISSUE,CRITICAL - Daily or more,2026-07-07T20:54:33.000Z,1,28126356,A5 STACKER AXIS FAULTS,CM,K407186,IC0150A5EMODULEE,PACK,ADJUST THE WIDTH OF THE CARTON LUG CHAIN TO REMOVE SKEW ON THE CARTONS.,:
A1,Guard 1,192,null,null,TIER 3 - High Active,276,2580.4,9.3,123,2025-07-19 18:05:44,2026-06-23 16:43:10,226,K291175,IC0150A1,PACK,Packaging Equipment,A1  CARTONER PRODUCT INTRODUCTION ALARMS D810436N | A1 - Adjustment to Puck Conveyor Speed | A1 - Cartoner - Glue Issues,HIGH - Multiple per week,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A5,Camera 1 Fault,7626,null,null,TIER 2 - Critical Active,1730,2436.0,1.4,309,2025-07-08 20:48:46,2026-07-08 10:49:02,982,K407105,IC0150A5B270GLUEDISPCK,PACK,Packaging Equipment,A1 CASE FORMING ISSUE | A1 DSSA LOADER WON'T RUN | A2 DELIVERY EJECT CYLINDER NOT IN WORK POSITION,CRITICAL - Daily or more,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A2,Starved By Zone 1,7751,null,null,TIER 2 - Critical Active,8879,2413.3,0.3,245,2025-07-08 22:28:20,2026-07-08 10:55:35,824,K323502,IC0150A2AMODULEA,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 GLUE FACEPLATE REPLACMENT | A2  2D Gantry  R3 Cartridge loader issues.,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A5,SEV6 fault guard 1 is open (021-B1),2724,null,null,TIER 2 - Critical Active,1412,2236.1,1.6,316,2025-07-08 21:12:45,2026-07-08 14:26:23,1099,K407186,IC0150A5EMODULEE,PACK,Packaging Equipment,A1 CARTON NO READ SENSOR NOT WORKING | A1 CASE FORMING ISSUE | A1 DSSA LOADER WON'T RUN,CRITICAL - Daily or more,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A5,C21 F026 Flip Xfer DSSA Part Sens Fail A064704-508,1534,null,null,TIER 2 - Critical Active,5493,2234.5,0.4,288,2025-07-09 13:38:20,2026-07-08 02:08:33,946,K407308,IC0150A5B285CBIVISTOOL,PACK,Packaging Equipment,A1 CARTON NO READ SENSOR NOT WORKING | A1 CASE FORMING ISSUE | A2 BACK BANK ON 2D GANTRY LOOSE,CRITICAL - Daily or more,2026-07-08T05:30:32.000Z,0,28127781,A5 CARTONS NOT FORMING,CM,K407198,IC0150A5ECARTONFEEDER,PACK,null,null
A2,Labeler fault,299,null,null,TIER 2 - Critical Active,790,2201.8,2.8,245,2025-07-08 22:46:58,2026-07-08 11:18:24,466,K323502,IC0150A2AMODULEA,ASSY,Assembly Equipment,A1 CARTON SKEW | A2  2D Gantry  R3 Cartridge loader issues. | A2  HIGH KICKOFF RATE FOR THE PLUS SIGN D831045AA,CRITICAL - Daily or more,2026-07-07T22:28:34.000Z,1,28126391,A2 CARTRIDGE LOAD G2D CARTRIDGE STICKING IN GRIPPER,CM,K323589,IC0150A2B280LOADCART,ASSY,CLEAN THE 1L GRIPPER ON THE G2D,:
A5,SEV4 Product load control (700-B1 ),2656,null,null,TIER 2 - Critical Active,2242,2149.6,1.0,263,2025-07-08 17:57:51,2026-07-08 11:25:38,810,K407153,IC0150A5CFEEDSCREWOUT,PACK,Packaging Equipment,"A1 DSSA LOADER WON'T RUN | A2 FLIP TRANSFER, NEST 5 OVERLOADS | A2 cartridge load 2D left bank not picking",CRITICAL - Daily or more,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A1,A1 Zone 0 Faulted,4292,null,null,TIER 2 - Critical Active,2387,2126.1,0.9,224,2025-07-19 03:57:30,2026-07-08 14:30:56,633,K334830,IC0150A1CIVS,ASSY,Assembly Equipment,A1  CARTONER PRODUCT INTRODUCTION ALARMS D810436N | A1 - Adjustment to Puck Conveyor Speed | A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT,CRITICAL - Daily or more,2026-07-08T10:33:08.000Z,0,28128893,A1 DSSA LOADER - OVERLOADS,CM,K291052,IC0150A1AMODULEA,ASSY,null,null
A5,SEV4 Consec error code reading insert 1 top side (800-B6),2658,null,null,TIER 2 - Critical Active,1862,1976.2,1.1,251,2025-07-13 11:13:51,2026-07-08 00:56:16,702,K407186,IC0150A5EMODULEE,PACK,Packaging Equipment,A1 CARTON NO READ SENSOR NOT WORKING | A1 DSSA LOADER WON'T RUN | A2 BACK BANK ON 2D GANTRY LOOSE,CRITICAL - Daily or more,2026-07-07T20:54:33.000Z,1,28126356,A5 STACKER AXIS FAULTS,CM,K407186,IC0150A5EMODULEE,PACK,ADJUST THE WIDTH OF THE CARTON LUG CHAIN TO REMOVE SKEW ON THE CARTONS.,:
A2,Audit Verification Fault,326,null,null,TIER 2 - Critical Active,878,1946.3,2.2,194,2025-10-03 11:25:54,2026-07-07 12:45:15,455,K323586,IC0150A2B250LOADCAPCART,ASSY,Assembly Equipment,A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M | A2  2D Gantry  R3 Cartridge loader issues. | A2  LABELER HIGH KICKOFF RATE CIRCLE SEARCH FAIL D881100F,CRITICAL - Daily or more,2026-07-07T13:26:27.000Z,1,28124716,"A2 DSSA LOADER, DSSAs LOOSE IN FLIP TRANSFER",CM,K323502,IC0150A2AMODULEA,ASSY,ADJUSTED Y-AXIS,PARTS LOOSE IN FLIP TRANSFER
A1,C16F32 Cap Fdr 1 Trk 2 Part Sep Sens Fail,639,null,null,TIER 2 - Critical Active,2209,1920.4,0.9,197,2025-07-20 00:53:03,2026-06-23 20:58:49,510,K334823,IC0150A1B270GLUEDISPCK,ASSY,Assembly Equipment,A1 - Adjustment to Puck Conveyor Speed | A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT | A1 - Cartoner - Batch #D859830X - QOB Adjustments,CRITICAL - Daily or more,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A5,Cap Fdr 1 Trk 1 No Prt,7813,null,null,TIER 2 - Critical Active,3824,1850.9,0.5,318,2025-07-08 18:18:19,2026-07-08 05:51:42,1072,K407084,IC0150A5BKOBER1,PACK,Packaging Equipment,A% final cure belt motor and gear box D743385A | A1 CARTON NO READ SENSOR NOT WORKING | A1 CASE FORMING ISSUE,CRITICAL - Daily or more,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A1,Labeler In Alarm,198,null,null,TIER 2 - Critical Active,682,1809.3,2.7,161,2025-07-19 04:16:35,2026-06-23 18:56:44,309,K291188,IC0150A1EFEEDER1,ASSY,Assembly Equipment,A1 - Cartoner - Batch #D859830X - QOB Adjustments | A1 - Cartoner - LVC No Reads | A1 - Cartoner - Lit Feeder #1 Faults,CRITICAL - Daily or more,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A2,C7F28 DSSA Ld G2D Z Srvo Move Err,1157,null,null,TIER 2 - Critical Active,3698,1771.1,0.5,277,2025-07-08 22:26:45,2026-07-08 13:17:50,751,K323503,IC0150A2BMODULEB,ASSY,Assembly Equipment,A1 GLUE FACEPLATE REPLACMENT | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M | A2  HIGH KICKOFF RATE FOR THE PLUS SIGN D831045AA,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A5,C21 F027 Flip Xfer DSSA Entry Profile Gate Tripped A064704-500B,1526,null,null,TIER 2 - Critical Active,2160,1671.8,0.8,183,2025-07-11 03:54:30,2026-07-08 01:16:35,527,K407113,IC0150A5B300DSSAFLIPCK,ASSY,Assembly Equipment,A1 CARTON NO READ SENSOR NOT WORKING | A2 DELIVERY EJECT CYLINDER NOT IN WORK POSITION | A2 cartoner having skew issues,CRITICAL - Daily or more,2026-06-30T08:37:07.000Z,8,28047540,A5 MODULE B ST 280 CARTRIDGE LOADER/ CRACKED INFEED ROLLERS / D924673C,CM,K407166,IC0150A5B280CARTLOAD,ASSY,REPLACED THE ROLLERS. ,NORMAL WEAR. 
A1,C10F108 Puck Conv Lblr Entry No Puck,655,null,null,TIER 2 - Critical Active,1590,1670.9,1.1,202,2025-07-19 18:26:00,2026-06-23 23:02:39,472,K291218,IC0150A1HMODULEH,PACK,Packaging Equipment,A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT | A1 - Cartoner - Carton Forming Issues | A1 - Cartoner - LVC No Reads,CRITICAL - Daily or more,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A5,A5 Zone 2 Idle,7791,null,null,TIER 3 - High Active,300,1621.0,5.4,160,2025-07-10 22:14:09,2026-07-06 19:20:06,313,K407089,IC0150A5B360LOADPENPUC,PACK,Packaging Equipment,"A% final cure belt motor and gear box D743385A | A2 DSSA LOADER, DSSA OVERLOADS | A2 FLIP TRANSFER, NEST 5 OVERLOADS",HIGH - Multiple per week,2026-07-06T21:31:36.000Z,2,28116688,A5 FLAGGED LABELS D957016D,CM,K407150,IC0150A5CELECTRICAL1,ELEC,"CLEANED TRUNNION ROLLERS, ADJUSTED FIRING POSITION FROM 7.525 TO 7.585",UNKNOWN
A2,C6F46 DDS Tray Hndlr Gantry Area Flt,1154,null,null,TIER 2 - Critical Active,2373,1614.6,0.7,282,2025-07-08 22:27:22,2026-07-08 09:57:18,747,K323503,IC0150A2BMODULEB,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 GLUE FACEPLATE REPLACMENT | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M,CRITICAL - Daily or more,2026-07-07T13:26:27.000Z,1,28124716,"A2 DSSA LOADER, DSSAs LOOSE IN FLIP TRANSFER",CM,K323502,IC0150A2AMODULEA,ASSY,ADJUSTED Y-AXIS,PARTS LOOSE IN FLIP TRANSFER
A2,Exceeded quantity in the  bucket ,271,null,null,TIER 2 - Critical Active,1601,1610.9,1.0,223,2025-07-16 22:39:28,2026-07-07 17:37:31,469,K323659,IC0150A2BKOBER2,ASSY,Assembly Equipment,A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M | A2  RECONCILER FAULT | A2  TRUNION BROKEN SHAFT,CRITICAL - Daily or more,2026-07-07T20:44:42.000Z,1,28126345,A2 CBI 1 CONSECUTIVE FAILS,CM,K333763,IC0150A2B330VISIONCBI,VISN,REMOVE LIGHT RING AND CLEAN RING AND LIGHT PIPE. ADJUST FOCUS ON CAMERA.,:
A1,Carton not forming ,185,null,null,TIER 2 - Critical Active,2425,1442.0,0.6,182,2025-07-19 03:36:19,2026-06-23 06:11:17,446,K323882,IC0150A1LIFTOFLEXA1,PACK,Packaging Equipment,A1  CARTONER PRODUCT INTRODUCTION ALARMS D810436N | A1 - Adjustment to Puck Conveyor Speed | A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT,CRITICAL - Daily or more,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A5,C01 F034 Tray Indx Clear Trays From Mach A064701,1575,null,null,TIER 2 - Critical Active,1747,1429.3,0.8,296,2025-07-08 19:43:01,2026-07-08 07:47:00,952,K407166,IC0150A5B280CARTLOAD,PACK,Packaging Equipment,A1 CARTON NO READ SENSOR NOT WORKING | A1 CASE FORMING ISSUE | A1 DSSA LOADER WON'T RUN,CRITICAL - Daily or more,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A5,SEV4 Consec error code reading insert 2 top side (800-B26),2816,null,null,TIER 2 - Critical Active,1239,1420.7,1.1,166,2025-07-09 02:42:41,2026-07-08 12:23:58,486,K407157,IC0150A5CONVEYORS,PACK,Packaging Equipment,A% final cure belt motor and gear box D743385A | A1 CASE FORMING ISSUE | A1 DSSA LOADER WON'T RUN,CRITICAL - Daily or more,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A2,Blocked (Labeler Outfeed Maximum Load),318,null,null,TIER 2 - Critical Active,1608,1411.3,0.9,257,2025-07-09 10:49:55,2026-07-08 12:38:35,595,K334766,IC0150A2B270GLUEDISPCK,ASSY,Assembly Equipment,A2  HIGH REJECTS CAMERA 2 | A2  LABELER HIGH KICKOFF RATE CIRCLE SEARCH FAIL D881100F | A2  RECONCILER FAULT,CRITICAL - Daily or more,2026-07-05T19:38:57.000Z,3,28111877,A2 PUSHER SAFETIES D934030A,CM,K323506,IC0150A2EMODULEE,PACK,"ADJUSTED PUSHER CHUTE HEIGHT ACCORDINGLY, ADJUSTED CARTON RAIL HEIGHT FROM 25.5 TO 25",UNKNOWN
A5,C03 F064 Frnt Mask Photo-Eye Blocked (Chass D8) A064701-527A,1572,null,null,TIER 2 - Critical Active,2224,1388.6,0.6,268,2025-07-08 17:24:23,2026-07-08 01:17:12,882,K372218,IC0150ZW04UPS,PACK,Packaging Equipment,"A% final cure belt motor and gear box D743385A | A2 DSSA LOADER, DSSA OVERLOADS | A2 FLIP TRANSFER, NEST 5 OVERLOADS",CRITICAL - Daily or more,2026-07-07T20:54:33.000Z,1,28126356,A5 STACKER AXIS FAULTS,CM,K407186,IC0150A5EMODULEE,PACK,ADJUST THE WIDTH OF THE CARTON LUG CHAIN TO REMOVE SKEW ON THE CARTONS.,:
A1,C16F31 Cap Fdr 1 Trk 1 Part Sep Sens Fail,629,null,null,TIER 2 - Critical Active,1792,1381.1,0.8,200,2025-07-19 21:39:53,2026-06-24 00:04:02,472,K291050,IC0150A1BMODULEB,ASSY,Assembly Equipment,A1 - Adjustment to Puck Conveyor Speed | A1 - Cartoner - Carton Forming Issues | A1 - Cartoner - Glue Issues,CRITICAL - Daily or more,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A2,C30F63 Relabel Conv Orient Exit No Puck,1173,null,null,TIER 2 - Critical Active,843,1362.4,1.6,230,2025-07-08 21:47:36,2026-07-07 09:27:29,466,K323503,IC0150A2BMODULEB,ASSY,Assembly Equipment,A2  HIGH KICKOFF RATE FOR THE PLUS SIGN D831045AA | A2  HIGH REJECTS CAMERA 2 | A2 - Cartoner - Camera No reads LVC,CRITICAL - Daily or more,2026-07-07T13:26:27.000Z,1,28124716,"A2 DSSA LOADER, DSSAs LOOSE IN FLIP TRANSFER",CM,K323502,IC0150A2AMODULEA,ASSY,ADJUSTED Y-AXIS,PARTS LOOSE IN FLIP TRANSFER
A2,Guard 15,298,null,null,TIER 3 - High Active,306,1362.2,4.5,178,2025-07-09 23:17:01,2026-07-08 14:18:24,243,K323714,IC0150A2EFEEDER2,ASSY,Assembly Equipment,A2  HIGH REJECTS CAMERA 2 | A2 - Cartoner - Lit Feeder #3 Reject Actuator | A2 - Cartoner - Lit Feeder Faults,HIGH - Multiple per week,2026-07-07T13:26:27.000Z,1,28124716,"A2 DSSA LOADER, DSSAs LOOSE IN FLIP TRANSFER",CM,K323502,IC0150A2AMODULEA,ASSY,ADJUSTED Y-AXIS,PARTS LOOSE IN FLIP TRANSFER
A5,C17 F031 Cap Fdr 2 Trk 1 Part Sep Sens Fail A064698-512A,1577,null,null,TIER 2 - Critical Active,2246,1360.0,0.6,291,2025-07-08 22:02:49,2026-07-07 22:58:41,923,K407190,IC0150A5EGLUEDISPENS,PACK,Packaging Equipment,A% final cure belt motor and gear box D743385A | A1 CARTON NO READ SENSOR NOT WORKING | A1 CASE FORMING ISSUE,CRITICAL - Daily or more,2026-07-07T20:54:33.000Z,1,28126356,A5 STACKER AXIS FAULTS,CM,K407186,IC0150A5EMODULEE,PACK,ADJUST THE WIDTH OF THE CARTON LUG CHAIN TO REMOVE SKEW ON THE CARTONS.,:
A2,C21F18 Flip Xfer Empty Pallet Profile Gate Ok,920,null,null,TIER 2 - Critical Active,1789,1341.8,0.8,208,2025-07-11 14:56:18,2026-07-08 01:10:54,398,K323573,IC0150A2APGC7G1,ASSY,Assembly Equipment,A1 GLUE FACEPLATE REPLACMENT | A2  2D Gantry  R3 Cartridge loader issues. | A2 - Cartoner - Camera No reads LVC,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A5,Cap Fdr 2 Trk 1 No Prt,7816,null,null,TIER 2 - Critical Active,5137,1341.8,0.3,309,2025-07-08 20:56:25,2026-07-08 12:23:48,1119,K407156,IC0150A5CMODULEC,PACK,Packaging Equipment,A1 CARTON NO READ SENSOR NOT WORKING | A1 CASE FORMING ISSUE | A1 DSSA LOADER WON'T RUN,CRITICAL - Daily or more,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A5,A5 Zone 3 Idle,7794,null,null,TIER 3 - High Active,309,1327.0,4.3,162,2025-07-10 22:14:13,2026-07-06 19:20:10,320,K407186,IC0150A5EMODULEE,PACK,Packaging Equipment,"A% final cure belt motor and gear box D743385A | A2 BACK BANK ON 2D GANTRY LOOSE | A2 DSSA LOADER, DSSA OVERLOADS",HIGH - Multiple per week,2026-07-06T21:31:36.000Z,2,28116688,A5 FLAGGED LABELS D957016D,CM,K407150,IC0150A5CELECTRICAL1,ELEC,"CLEANED TRUNNION ROLLERS, ADJUSTED FIRING POSITION FROM 7.525 TO 7.585",UNKNOWN
A2,Cap Fdr 1 Trk 1 No Prt,1088,null,null,TIER 2 - Critical Active,3085,1316.4,0.4,260,2025-07-09 09:48:51,2026-07-08 03:26:19,553,K323503,IC0150A2,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 GLUE FACEPLATE REPLACMENT | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A5,C04 F040 G2D Rmve All Part From Grip (Chass D7 or D8) A064701,1437,null,null,TIER 2 - Critical Active,2742,1290.6,0.5,311,2025-07-08 19:42:36,2026-07-08 07:46:15,1063,K407156,IC0150A5CMODULEC,PACK,Packaging Equipment,A% final cure belt motor and gear box D743385A | A1 CARTON NO READ SENSOR NOT WORKING | A1 CASE FORMING ISSUE,CRITICAL - Daily or more,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A5,C22 F005 Spot Cure Missing DSSA's Remove All Parts (Chass D10) A064705-506,1540,null,null,TIER 2 - Critical Active,382,1233.2,3.2,133,2025-07-09 02:43:45,2026-07-05 14:50:00,287,K407168,IC0150A5ECAMERA01,ASSY,Assembly Equipment,A1 CASE FORMING ISSUE | A2 BACK BANK ON 2D GANTRY LOOSE | A2 LOOSE AIR HOSE CELL 26,CRITICAL - Daily or more,2026-07-05T15:12:53.000Z,3,28111814,A5 MODULE E LIT FEEDER 1 CARTONER / MISPICKING LIT FROM MAGAZINE (D957016D),CM,K407231,IC0150A5EFEEDER1,PACK,RAISED LOWER MAGAZINE RAILS AND ADJUSTED UPPER FEEDING ROLLERS,OUT OF ADJUSTMENT
A2,C3F65 Cart Ld Rear Mask Clear PE,1052,null,null,TIER 2 - Critical Active,1639,1216.9,0.7,254,2025-07-09 01:19:13,2026-07-08 13:01:32,616,K293259,IC0150A2EQOB,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M | A2  HIGH KICKOFF RATE FOR THE PLUS SIGN D831045AA,CRITICAL - Daily or more,2026-07-07T22:28:34.000Z,1,28126391,A2 CARTRIDGE LOAD G2D CARTRIDGE STICKING IN GRIPPER,CM,K323589,IC0150A2B280LOADCART,ASSY,CLEAN THE 1L GRIPPER ON THE G2D,:
A2,Missing Label Eject Lane Full,319,null,null,TIER 2 - Critical Active,1639,1169.8,0.7,271,2025-07-09 08:25:43,2026-07-07 19:28:24,579,K323714,IC0150A2EFEEDER2,ASSY,Assembly Equipment,A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M | A2  HIGH KICKOFF RATE FOR THE PLUS SIGN D831045AA | A2  HIGH REJECTS CAMERA 2,CRITICAL - Daily or more,2026-07-07T22:28:34.000Z,1,28126391,A2 CARTRIDGE LOAD G2D CARTRIDGE STICKING IN GRIPPER,CM,K323589,IC0150A2B280LOADCART,ASSY,CLEAN THE 1L GRIPPER ON THE G2D,:
A1,C7F40 DSSA Ld G2D Ovld Slide 3 Ok,661,null,null,TIER 2 - Critical Active,662,1161.6,1.8,110,2025-07-25 13:23:19,2026-06-19 05:15:10,255,K291069,IC0150A1CMODULEC,ASSY,Assembly Equipment,A1  CARTONER PRODUCT INTRODUCTION ALARMS D810436N | A1 - Cartoner - Carton Forming Issues | A1 - Cartoner - LVC Camera No Reads,CRITICAL - Daily or more,2026-06-19T06:44:25.000Z,19,28012049,"A1 MODULE B CARTRIDGE LOADING, 2D 2L actuator air line disconnected (D982466A)",CM,K291060,IC0150A1B280LOADCART,ASSY,null,null
A2,Cap Fdr 2 Trk 1 No Prt,1021,null,null,TIER 2 - Critical Active,2431,1155.1,0.5,273,2025-07-08 18:20:58,2026-07-08 12:06:52,646,K323582,IC0150A2B201WALKBEAMCH,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 GLUE FACEPLATE REPLACMENT | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A1,C7F39 DSSA Ld G2D Ovld Slide 2 Ok,672,null,null,TIER 2 - Critical Active,731,1147.5,1.6,88,2025-07-20 19:05:54,2026-06-13 22:02:18,199,K291050,IC0150A1BMODULEB,ASSY,Assembly Equipment,A1 - Adjustment to Puck Conveyor Speed | A1 - Cartoner - Lit Feeder #1 Faults | A1 - Cartoner - Lit Feeder 1 Reject Faults,CRITICAL - Daily or more,2026-06-14T00:13:00.000Z,24,27974685,A1 Carton Forming Issues.,CM,K291175,IC0150A1EMODULEE,PACK,null,null
A5,SEV4 Leaflet pre-insertion unit not in position (351-B2 ),2647,null,null,TIER 2 - Critical Active,586,1146.6,2.0,180,2025-07-09 13:16:08,2026-07-08 11:26:38,414,K407186,IC0150A5EMODULEE,PACK,Packaging Equipment,A1 CARTON NO READ SENSOR NOT WORKING | A1 CASE FORMING ISSUE | A2 cartridge load 2D left bank not picking,CRITICAL - Daily or more,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
